TYPE,PRICE,BEDROOMS,BATHROOMS,SQFT,LATITUDE,LONGITUDE,ZIPCODE,BOROUGH,SUBLOCALITY,PROPERTY_TYPE,PROPERTY_TYPE_GROUP
co-op,270000,2,1.0,700,40.7751901,-73.9090015,11105,queens,astoria,building,residential
pending,399000,2,1.0,2184,40.7631466,-73.9622114,10065,manhattan,upper east side,building,residential
condo,628000,3,2.0,900,40.7376925,-73.8803546,11373,queens,elmhurst,building,residential
co-op,399000,2,1.0,2184,40.7544847,-73.8740993,11372,queens,jackson heights,building,residential
house,687000,2,1.0,2184,40.8214203,-73.8062717,10465,bronx,bronx county,building,residential
townhouse,588000,2,2.0,2000,40.5904561,-74.1521059,10314,staten island,richmond county,building,residential
multi-family home,825000,5,3.0,2184,40.8296973,-73.8768124,10472,bronx,bronx county,building,residential
condo,285000,2,1.0,835,40.8396194,-73.8587548,10462,bronx,the bronx,building,residential
condo,595000,3,1.0,915,40.6944083,-73.9595899,11205,brooklyn,bedford-stuyvesant,building,residential
townhouse,2995000,5,2.0,4900,40.8178071,-73.9440991,10030,manhattan,new york county,building,residential
house,1180000,4,3.0,2184,40.7335974,-73.7788656,11366,queens,queens county,building,residential
contingent,799900,4,4.0,1816,40.5570416,-74.1462231,10308,staten island,richmond county,building,residential
co-op,130000,1,1.0,2184,40.8653458,-73.9073691,10468,bronx,the bronx,amenity,other
house,849999,3,2.0,2184,40.7226341,-73.8165656,11367,queens,queens county,building,residential
co-op,185000,1,1.0,850,40.8789917,-73.9020914,10463,bronx,bronx county,building,residential
house,1275000,4,2.3738608579684373,2184,40.7289806,-73.7083891,11001,queens,queens county,building,residential
multi-family home,2798000,5,3.0,3400,40.657854,-73.975525,11218,brooklyn,kings county,building,residential
co-op,359000,2,1.0,950,40.7733297,-73.8274665,11354,queens,flushing,building,residential
pending,435000,1,1.0,2184,40.6969047,-73.9948252,11201,brooklyn,brooklyn,building,residential
house,988000,3,1.0,1296,40.7540089,-73.8189203,11355,queens,queens county,building,residential
co-op,800000,1,1.0,2184,40.7486602,-73.9720523,10017,manhattan,murray hill,amenity,other
co-op,400000,2,1.0,2184,40.7536299,-73.88596,11372,queens,jackson heights,building,residential
multi-family home,965000,5,3.0,3520,40.8247021,-73.8766066,10472,bronx,bronx county,building,residential
multi-family home,1389000,5,2.0,2412,40.6157428,-73.9345355,11234,brooklyn,flatlands,building,residential
co-op,279000,2,1.0,2184,40.7408626,-73.7553116,11364,queens,bayside,building,residential
multi-family home,1850000,3,4.0,2184,40.6140608,-73.9853215,11204,brooklyn,bensonhurst,building,residential
multi-family home,2599000,11,6.0,5088,40.7709381,-73.8973789,11370,queens,queens county,building,residential
co-op,250000,1,1.0,800,40.6180698,-73.9699744,11230,brooklyn,midwood,building,residential
co-op,2250000,3,2.0,2000,40.665708,-73.976288,11215,brooklyn,kings county,building,residential
multi-family home,1800000,9,7.0,2184,40.7723063,-73.9110206,11105,queens,queens county,building,residential
co-op,350000,3,2.0,1100,40.6297036,-73.9255951,11234,brooklyn,brooklyn,building,residential
house,1649000,4,3.0,1452,40.7039659,-73.9210676,11237,brooklyn,bushwick,building,residential
pending,1395000,2,2.0,1028,40.670563,-73.981488,11215,brooklyn,brooklyn,building,residential
house,1370000,6,3.0,2184,40.7102471,-73.8049849,11432,queens,queens county,building,residential
co-op,1050000,1,1.0,2184,40.7316673,-73.996478,10003,manhattan,greenwich village,building,residential
house,650000,3,2.3738608579684373,1218,40.6306934,-74.0794192,10304,staten island,richmond county,building,residential
house,345000,3,2.3738608579684373,2184,40.701334,-73.772164,11412,queens,queens county,building,residential
townhouse,7850000,5,4.0,6060,40.7366749,-73.9860561,10003,manhattan,new york county,building,residential
multi-family home,4999000,8,5.0,4120,40.764924,-73.9907911,10019,manhattan,new york county,building,residential
house,4900000,4,2.3738608579684373,3100,40.7742274,-73.9588396,10075,manhattan,new york county,building,residential
house,1578000,5,3.0,2152,40.7346802,-73.7905086,11365,queens,queens county,building,residential
house,715000,3,2.0,2184,40.701497,-73.7613803,11412,queens,queens county,building,residential
townhouse,600000,3,1.0,2184,40.6786381,-73.910662,11233,brooklyn,brooklyn,building,residential
house,850000,3,2.0,1090,40.5952951,-74.1039687,10304,staten island,richmond county,building,residential
multi-family home,1599999,5,4.0,3773,40.5461245,-74.1826661,10312,staten island,richmond county,building,residential
house,640000,3,2.0,1110,40.542861,-74.154978,10308,staten island,richmond county,building,residential
pending,1599000,6,4.0,3690,40.7552678,-73.8822127,11372,queens,jackson heights,building,residential
contingent,740000,3,2.0,1976,40.6020874,-74.071448,10305,staten island,richmond county,building,residential
multi-family home,750000,4,2.0,2340,40.8959494,-73.85177,10466,bronx,bronx county,building,residential
house,1450000,4,4.0,1746,40.6212482,-74.0338909,11209,brooklyn,fort hamilton,building,residential
condo,1999999,3,3.0,1800,40.5770098,-73.958346,11235,brooklyn,brooklyn,building,residential
house,899888,4,2.0,2185,40.6215947,-74.1404429,10314,staten island,richmond county,building,residential
co-op,379000,2,1.0,900,40.7194655,-73.8183058,11367,queens,queens,building,residential
multi-family home,879000,4,2.0,1824,40.5452993,-74.1492507,10308,staten island,richmond county,building,residential
co-op,995000,1,1.0,2184,40.7201147,-73.9581256,11249,brooklyn,williamsburg,building,residential
house,599999,5,4.0,2184,40.6836616,-73.7970345,11436,queens,queens county,building,residential
co-op,300000,1,1.0,2184,40.8050658,-73.9524985,10026,manhattan,harlem,building,residential
co-op,389000,1,1.0,900,40.7427717,-73.8796707,11373,queens,elmhurst,building,residential
co-op,875000,1,2.0,2184,40.7710157,-73.9642556,10021,manhattan,upper east side,building,residential
condo,3000000,3,3.0,2100,40.7590132,-73.9612618,10022,manhattan,new york county,building,residential
multi-family home,850000,3,2.0,2194,40.8467388,-73.8189548,10465,bronx,bronx county,building,residential
townhouse,3595000,5,4.0,4675,40.828721,-73.947403,10031,manhattan,new york county,building,residential
house,799000,5,3.0,2184,40.7039425,-73.7459355,11429,queens,queens county,building,residential
pending,1399000,4,2.0,1800,40.768361,-73.7747442,11361,queens,bayside,building,residential
house,1880000,3,5.0,1920,40.7492709,-73.8119666,11355,queens,queens county,building,residential
co-op,269000,1,1.0,625,40.632218,-74.0321902,11209,brooklyn,bay ridge,building,residential
house,4500000,6,4.0,2184,40.7880839,-73.8180817,11357,brooklyn,whitestone,building,residential
house,589000,3,2.0,1120,40.6697595,-73.8692311,11208,brooklyn,east new york,building,residential
co-op,239000,1,1.0,700,40.6073781,-73.9601827,11229,brooklyn,sheepshead bay,building,residential
co-op,385000,1,1.0,2184,40.7505242,-73.8847507,11372,queens,jackson heights,amenity,other
pending,2800000,5,4.0,3400,40.6435168,-73.9669556,11218,brooklyn,kings county,building,residential
contingent,789888,4,2.0,1865,40.5476973,-74.1752129,10312,staten island,richmond county,building,residential
house,798000,3,2.0,760,40.7392555,-73.8523054,11368,queens,corona,building,residential
condo,555000,1,1.0,649,40.7206509,-73.808539,11366,queens,queens,building,residential
co-op,349000,2,1.0,2184,40.7052273,-73.8336358,11415,queens,queens,building,residential
house,2500000,3,2.3738608579684373,2184,40.6637132,-73.9806843,11215,brooklyn,kings county,building,residential
townhouse,2495000,8,8.0,5374,40.8980177,-73.8977004,10471,bronx,bronx county,building,residential
co-op,749900,3,1.0,830,40.798921,-73.961553,10025,manhattan,upper west side,amenity,other
house,1399900,4,4.0,3149,40.5900537,-74.0906619,10305,staten island,richmond county,building,residential
condo,948888,2,2.0,950,40.6163216,-74.0374941,11209,brooklyn,fort hamilton,building,residential
house,475000,3,2.0,1280,40.9034885,-73.8435964,10466,bronx,bronx county,building,residential
multi-family home,1199000,3,1.0,2726,40.5837427,-74.0909372,10305,staten island,richmond county,building,residential
condo,750000,1,1.0,654,40.708157,-73.944452,11206,brooklyn,williamsburg,building,residential
co-op,2695000,3,3.0,2184,40.7843128,-73.9814804,10024,manhattan,upper west side,building,residential
co-op,450000,2,2.0,2184,40.7475547,-73.718359,11004,queens,queens,building,residential
co-op,699000,1,1.0,2184,40.7959993,-73.9723278,10025,manhattan,upper west side,building,residential
co-op,255000,1,1.0,2184,40.755562,-73.7316684,11362,queens,queens county,building,residential
multi-family home,2500000,12,2.3738608579684373,4140,40.6210191,-73.9921739,11204,brooklyn,borough park,building,residential
house,2095000,4,4.0,3223,40.7200361,-73.8007029,11432,queens,queens county,building,residential
townhouse,2999000,9,8.0,5560,40.8052328,-73.9407352,10035,manhattan,new york county,building,residential
co-op,199000,3,1.0,650,40.6449836,-73.9738362,11218,brooklyn,brooklyn,building,residential
multi-family home,1250000,7,3.0,1800,40.58761,-73.9698943,11223,brooklyn,gravesend,building,residential
co-op,2425000,2,2.0,1300,40.731874,-73.9921379,10003,manhattan,greenwich village,building,residential
pending,205000,1,1.0,660,40.7376662,-73.8566546,11368,queens,corona,amenity,other
co-op,2500000,5,6.0,3860,40.7524819,-73.9654633,10017,manhattan,new york county,building,residential
co-op,3499000,6,8.0,6000,40.7698703,-73.9611404,10021,manhattan,upper east side,building,residential
co-op,649000,1,2.0,1000,40.7556274,-73.9614685,10022,manhattan,midtown east,building,residential
pending,729000,2,1.0,2184,40.7293904,-74.0013331,10012,manhattan,greenwich village,amenity,other
multi-family home,998500,3,2.0,2184,40.6476837,-73.9519338,11226,brooklyn,kings county,building,residential
multi-family home,765000,4,2.0,1152,40.8847302,-73.8563591,10466,bronx,bronx county,building,residential
condo,599000,2,2.0,705,40.7494499,-73.8778676,11372,queens,jackson heights,building,residential
co-op,595000,1,2.0,2184,40.761641,-73.9702246,10022,manhattan,midtown east,amenity,other
multi-family home,949000,8,3.0,3500,40.6445278,-74.0913961,10301,staten island,richmond county,building,residential
condo,729000,2,2.0,950,40.7650102,-73.8167757,11354,queens,flushing,building,residential
multi-family home,2449000,3,2.3738608579684373,3000,40.6921191,-73.9498754,11206,brooklyn,clinton hill,building,residential
co-op,397000,2,1.0,1000,40.7381747,-73.8785246,11373,queens,elmhurst,building,residential
townhouse,950000,2,1.0,1800,40.6594527,-73.9975913,11232,brooklyn,sunset park,building,residential
condo,3995000,4,3.0,2578,40.7655712,-73.979561,10019,manhattan,midtown west,building,residential
co-op,599000,1,1.0,780,40.6230753,-74.0403471,11209,brooklyn,fort hamilton,building,residential
co-op,3370000,2,2.0,2184,40.7321377,-73.9947952,10003,manhattan,greenwich village,building,residential
townhouse,6995000,4,5.0,4187,40.6894191,-73.9977098,11201,brooklyn,kings county,building,residential
house,1598000,4,4.0,2184,40.7392152,-73.8301205,11367,queens,queens county,building,residential
condo,699000,2,2.0,1030,40.7627559,-73.8168695,11354,queens,flushing,building,residential
co-op,265000,3,1.0,650,40.5757325,-73.9679335,11235,brooklyn,brooklyn,building,residential
house,1699000,5,3.0,2488,40.5786214,-73.9515728,11235,brooklyn,manhattan beach,building,residential
pending,1098000,4,4.0,2184,40.7770737,-73.7760771,11360,queens,bayside,building,residential
multi-family home,859000,6,4.0,2820,40.8500672,-73.885658,10457,bronx,bronx county,building,residential
house,945000,2,2.0,2184,40.7154822,-73.8862242,11379,queens,queens county,building,residential
condo,549000,2,2.0,2184,40.848222,-73.9043179,10457,bronx,the bronx,building,residential
multi-family home,969999,6,4.0,2184,40.887362,-73.8321425,10466,bronx,bronx county,building,residential
house,1649000,8,3.0,2184,40.658346,-73.9583816,11225,brooklyn,flatbush,building,residential
condo,2800000,2,2.0,1412,40.7652485,-73.9824857,10019,manhattan,manhattan,amenity,other
multi-family home,990000,8,4.0,3120,40.8182411,-73.8863072,10474,bronx,bronx county,building,residential
multi-family home,1598000,7,2.3738608579684373,2184,40.7375872,-73.7989142,11365,queens,queens county,building,residential
co-op,208000,3,1.0,2184,40.7170693,-73.8332429,11375,queens,queens,building,residential
co-op,169900,2,1.0,900,40.8363523,-73.865036,10460,bronx,the bronx,building,residential
townhouse,998000,6,2.3738608579684373,2236,40.6623484,-73.8914648,11207,brooklyn,east new york,building,residential
co-op,385000,2,1.0,920,40.7325379,-73.8601516,11374,queens,queens,building,residential
co-op,250000,1,1.0,750,40.5986758,-73.9325474,11229,brooklyn,gerritsen beach,building,residential
multi-family home,1849000,6,3.0,2184,40.7688965,-73.7752498,11361,queens,bayside,building,residential
house,449500,3,2.0,2184,40.8112605,-73.855529,10473,bronx,bronx county,building,residential
multi-family home,1250000,5,2.0,2184,40.7324444,-73.8760359,11373,queens,elmhurst,building,residential
house,1099000,7,3.0,2322,40.6438485,-73.9016506,11236,brooklyn,canarsie,building,residential
house,1900000,4,2.0,1400,40.7230171,-73.8231693,11367,queens,queens county,building,residential
condo,2500000,2,2.0,1250,40.7578531,-73.9923304,10036,manhattan,new york county,amenity,other
house,1288000,3,3.0,1696,40.788704,-73.84908,11356,queens,queens county,building,residential
condo,825000,3,2.0,2184,40.7407971,-73.9021337,11377,queens,queens,building,residential
townhouse,4195000,5,4.0,2184,40.6847934,-73.965911,11238,brooklyn,clinton hill,building,residential
condo,875000,2,1.0,922,40.6965975,-73.9071739,11237,brooklyn,bushwick,building,residential
co-op,297000,1,1.0,2184,40.6013587,-74.0073583,11214,brooklyn,kings county,building,residential
co-op,230000,2,1.0,800,40.9117719,-73.9024392,10471,bronx,the bronx,building,residential
house,629000,4,2.0,2184,40.8807198,-73.8445368,10466,bronx,bronx county,building,residential
pending,625000,3,2.0,1040,40.557402,-74.148792,10308,staten island,richmond county,building,residential
multi-family home,1200000,5,2.0,2184,40.5404111,-74.1957141,10312,staten island,richmond county,building,residential
townhouse,7550000,5,5.0,2184,40.7348673,-74.0023636,10014,manhattan,new york county,building,residential
pending,499000,2,2.0,1358,40.6248278,-73.909396,11234,brooklyn,brooklyn,building,residential
pending,485000,3,2.0,1200,40.5883839,-73.9910376,11214,brooklyn,kings county,amenity,other
co-op,299000,1,1.0,2184,40.7607762,-73.8197115,11355,queens,queens,building,residential
multi-family home,2200000,6,6.0,2184,40.7101745,-73.8995452,11385,queens,queens county,building,residential
condo,465000,2,2.0,708,40.7511218,-73.8614488,11368,queens,corona,building,residential
pending,709000,3,3.0,2184,40.6330746,-73.9014669,11236,brooklyn,canarsie,building,residential
