Original Address,ZIP Code,Sublocality,Borough
192 Colfax Avenue,10306,Colfax Avenue,Staten Island
57 Neutral Avenue,10306,Neutral Avenue,Staten Island
16 Mapleton Avenue,10306,Mapleton Avenue,Staten Island
750 Patterson Avenue,10306,Patterson Avenue,Staten Island
61 Prescott Avenue,10306,Prescott Avenue,Staten Island
231 Freeborn Street,10306,Freeborn Street,Staten Island
24 Gianna Ct,10306,Gianna Court,Staten Island
644 Jefferson Avenue,10306,Jefferson Avenue,Staten Island
15 Spratt Avenue,10306,Spratt Avenue,Staten Island
952 Olympia Boulevard,10306,Olympia Boulevard,Staten Island
25 Tarring Street,10306,Tarring Street,Staten Island
177 3rd Street #1,10306,3rd Street,Staten Island
3037 Richmond Road,10306,Richmond Road,Staten Island
70 Weed Avenue,10306,Weed Avenue,Staten Island
166 Bancroft Avenue,10306,Bancroft Avenue,Staten Island
39 Rene Drive,10306,Rene Drive,Staten Island
46 Lincoln Avenue,10306,Lincoln Avenue,Staten Island
480 Lynn Street,10306,Lynn Street,Staten Island
310 Montreal Avenue,10306,Montreal Avenue,Staten Island
921 Nugent Avenue,10306,Nugent Avenue,Staten Island
51 Seafoam Street,10306,Seafoam Street,Staten Island
57 Mace Street,10306,Mace Street,Staten Island
266 Corona Avenue,10306,Corona Avenue,Staten Island
14 Cascade Street,10306,Cascade Street,Staten Island
93 Street Stephens Place,10306,Saint Stephens Place,Staten Island
14 Buffalo Street,10306,Buffalo Street,Staten Island
51 Jefferson Avenue,10306,Jefferson Avenue,Staten Island
314 Montreal Avenue,10306,Montreal Avenue,Staten Island
216 Hett Avenue,10306,Hett Avenue,Staten Island
2401 Richmond Road #2407,10306,Richmond Road,Staten Island
2341 Richmond Road,10306,Richmond Road,Staten Island
393 Guyon Avenue,10306,Guyon Avenue,Staten Island
449 Medina Street #2C,10306,Medina Street,Staten Island
170 Baden Place,10306,Baden Place,Staten Island
2760 Amboy Road,10306,Amboy Road,Staten Island
160 New Dorp Plaza,10306,New Dorp Plaza,Staten Island
44 Summit Avenue,10306,Summit Avenue,Staten Island
45 Francine Ct,10306,Francine Court,Staten Island
149 Durant Avenue,10306,Durant Avenue,Staten Island
319 Montreal Avenue,10306,Montreal Avenue,Staten Island
306 Oldfield Street,10306,Oldfield Street,Staten Island
46 Seafoam Street,10306,Seafoam Street,Staten Island
155 Ebbitts Street,10306,Ebbitts Street,Staten Island
16 Bay Terrace #2E,10306,Bay Terrace,Staten Island
120 8 Street,10306,8 Street,Staten Island
491 Midland Avenue,10306,Midland Avenue,Staten Island
145 Lincoln Avenue #3J,10306,Lincoln Avenue,Staten Island
1841 Richmond Road,10306,Richmond Road,Staten Island
23 Bancroft Avenue,10306,Bancroft Avenue,Staten Island
212 Hunter Avenue,10306,Hunter Avenue,Staten Island
51 Bedford Avenue,10306,Bedford Avenue,Staten Island
46 Coddington Avenue,10306,Coddington Avenue,Staten Island
12 Maple Terrace,10306,Maple Terrace,Staten Island
221 Edinboro Road,10306,Edinboro Road,Staten Island
46 Aviston Street,10306,Aviston Street,Staten Island
41 Milburn Street,10306,Milburn Street,Staten Island
31 Center Place,10306,Center Place,Staten Island
141 Beacon Avenue,10306,Beacon Avenue,Staten Island
233 Freeborn Street,10306,Freeborn Street,Staten Island
3569 Richmond Road,10306,Richmond Road,Staten Island
80 Kelvin Avenue,10306,Kelvin Avenue,Staten Island
132 Dalton Avenue,10306,Dalton Avenue,Staten Island
140 Kiswick Street,10306,Kiswick Street,Staten Island
100 Colfax Avenue Apt 3H,10306,Colfax Avenue,Staten Island
49 Weed Avenue,10306,Weed Avenue,Staten Island
54 Farrell Ct,10306,Farrell Court,Staten Island
100 Colfax Avenue #7U,10306,Colfax Avenue,Staten Island
205 Wiman Avenue,10308,Wiman Avenue,Staten Island
364 Armstrong Avenue,10308,Armstrong Avenue,Staten Island
77 Harbour Ct,10308,Harbour Court,Staten Island
89 Escanaba Avenue,10308,Escanaba Avenue,Staten Island
318 Arthur Kill Road,10308,Arthur Kill Road,Staten Island
416 Colon Avenue,10308,Colon Avenue,Staten Island
79 Grandview Terrace,10308,Grandview Terrace,Staten Island
3747 Amboy Road #2A,10308,Amboy Road,Staten Island
187 Greencroft Avenue,10308,Greencroft Avenue,Staten Island
158 Cloverdale Avenue,10308,Cloverdale Avenue,Staten Island
26 Katan Loop,10308,Katan Loop,Staten Island
419 O'gorman Avenue,10308,O'Gorman Avenue,Staten Island
54 E Augusta Avenue,10308,East Augusta Avenue,Staten Island
57 Middle Loop Road,10308,Middle Loop Road,Staten Island
521 Leverett Avenue,10308,Leverett Avenue,Staten Island
111 Highland Road,10308,Highland Road,Staten Island
3737 Amboy Road,10308,Amboy Road,Staten Island
18 Harbour Ct,10308,Harbour Court,Staten Island
74 Greencroft Avenue,10308,Greencroft Avenue,Staten Island
4219 Amboy Road #4A,10308,Amboy Road,Staten Island
251 Wilson Avenue,10308,Wilson Avenue,Staten Island
3811 Hylan Boulevard,10308,Hylan Boulevard,Staten Island
20 Greencroft Lane,10308,Greencroft Lane,Staten Island
71 Dewey Avenue,10308,Dewey Avenue,Staten Island
58 Elmwood Avenue,10308,Elmwood Avenue,Staten Island
11 Edgewood Road,10308,Edgewood Road,Staten Island
108 Howton Avenue,10308,Howton Avenue,Staten Island
3774 Hylan Boulevard,10308,Hylan Boulevard,Staten Island
62 Daleham Street,10308,Daleham Street,Staten Island
3891 Amboy Road,10308,Amboy Road,Staten Island
72 Middle Loop Road,10308,Middle Loop Road,Staten Island
3744 Amboy Road,10308,Amboy Road,Staten Island
245 Doane Avenue,10308,Doane Avenue,Staten Island
284 Corbin Avenue,10308,Corbin Avenue,Staten Island
4 E 79th Street,10075,East 79th Street,Manhattan
460 E 79th Street #9F,10075,East 79th Street,Manhattan
239 E 78th Street,10075,East 78th Street,Manhattan
960 5th Avenue #12,10075,5th Avenue,Manhattan
303 E 77th Street,10075,East 77th Street,Manhattan
167 E 80th Street,10075,East 80th Street,Manhattan
315 E 77th Street #4D,10075,East 77th Street,Manhattan
400 E 77th Street #4A,10075,East 77th Street,Manhattan
151 E 79th Street Fl 11,10075,East 79th Street,Manhattan
71 E 77th Street Apt 9B,10075,East 77th Street,Manhattan
175 E 78th Street,10075,East 78th Street,Manhattan
12 E 79th Street,10075,East 79th Street,Manhattan
239 E 79th Street #8F,10075,East 79th Street,Manhattan
22 E 78th Street,10075,East 78th Street,Manhattan
900 Park Avenue #16C,10075,Park Avenue,Manhattan
23 E 79th Street C,10075,East 79th Street,Manhattan
1045 Madison Avenue #11,10075,Madison Avenue,Manhattan
157 E 78th Street,10075,East 78th Street,Manhattan
123 E 80th Street,10075,East 80th Street,Manhattan
510 E 80th Street Apartment 12E,10075,East 80th Street,Manhattan
45 E 80th Street #11B,10075,East 80th Street,Manhattan
980 5th Avenue #8B,10075,5th Avenue,Manhattan
3 E 77th Street #14D,10075,East 77th Street,Manhattan
425 E 79th Street #7C,10075,St. Monica's Church,Manhattan
955 5th Avenue,10075,5th Avenue,Manhattan
170 E 78th Street #3C,10075,East 78th Street,Manhattan
340 E 80th Street #17D,10075,East 80th Street,Manhattan
425 E 78th Street #1C,10075,East 78th Street,Manhattan
201 E 80th Street #16A,10075,East 80th Street,Manhattan
52 E 78th Street #3C,10075,East 78th Street,Manhattan
515 E 79th Street #6A,10075,East 79th Street,Manhattan
507 E 80th Street #1R,10075,East 80th Street,Manhattan
230 E 79th Street #19C,10075,East 79th Street,Manhattan
895 Park Avenue #7,10075,Park Avenue,Manhattan
205 E 77th Street #11H,10075,East 77th Street,Manhattan
175 E 78th Street #177,10075,East 78th Street,Manhattan
215 E 80th Street #4F,10075,East 80th Street,Manhattan
323 E 79th Street #3,10075,East 79th Street,Manhattan
222 E 80th Street #3A,10075,East 80th Street,Manhattan
924 Lafayette Avenue,11221,Lafayette Avenue,Brooklyn
924 Lafayette Avenue #2,11221,Lafayette Avenue,Brooklyn
871 Putnam Avenue,11221,Putnam Avenue,Brooklyn
544 Madison Street,11221,Madison Street,Brooklyn
1385 Dekalb Avenue,11221,DeKalb Avenue,Brooklyn
782 Madison Street #1A,11221,Madison Street,Brooklyn
371 Kosciuszko Street,11221,Kosciuszko Street,Brooklyn
1016 Putnam Avenue,11221,Putnam Avenue,Brooklyn
775 Lafayette Avenue #6D,11221,Lafayette Avenue,Brooklyn
508 Lexington Avenue #2,11221,Lexington Avenue,Brooklyn
102 Cornelia Street,11221,Cornelia Street,Brooklyn
1259 Jefferson Avenue,11221,Jefferson Avenue,Brooklyn
750A Lafayette Avenue,11221,Lafayette Avenue,Brooklyn
18A Bleecker Street,11221,Bleecker Street,Brooklyn
551 Lexington Avenue,11221,Lexington Avenue,Brooklyn
508 Lexington Avenue #3,11221,Lexington Avenue,Brooklyn
185 Weirfield Street,11221,Weirfield Street,Brooklyn
1353 Putnam Avenue,11221,Putnam Avenue,Brooklyn
742 Lexington Avenue,11221,Lexington Avenue,Brooklyn
14 Stuyvesant Avenue,11221,Stuyvesant Avenue,Brooklyn
1176 Bushwick Avenue,11221,Bushwick Avenue,Brooklyn
215 Cornelia Street #1A,11221,Cornelia Street,Brooklyn
673 Knickerbocker Avenue,11221,Knickerbocker Avenue,Brooklyn
622 Madison Street,11221,Madison Street,Brooklyn
595 Van Buren Street,11221,Van Buren Street,Brooklyn
980A Gates Avenue,11221,Gates Avenue,Brooklyn
30 Cedar Street,11221,Cedar Street,Brooklyn
139 Grove Street #4F,11221,Grove Street,Brooklyn
659 Putnam Avenue #1,11221,Putnam Avenue,Brooklyn
841 Willoughby Avenue,11221,Willoughby Avenue,Brooklyn
114 Patchen Avenue,11221,Patchen Avenue,Brooklyn
1229 Putnam Avenue #2D,11221,Putnam Avenue,Brooklyn
497 Madison Street,11221,Madison Street,Brooklyn
1115 Putnam Avenue,11221,Putnam Avenue,Brooklyn
17 Suydam Street,11221,Suydam Street,Brooklyn
1212A Greene Avenue,11221,Greene Avenue,Brooklyn
1103 Bushwick Avenue,11221,Bushwick Avenue,Brooklyn
1222 Putnam Avenue #4A,11221,Putnam Avenue,Brooklyn
958 Madison Street,11221,Madison Street,Brooklyn
762 Greene Avenue,11221,Greene Avenue,Brooklyn
102 Patchen Avenue,11221,Patchen Avenue,Brooklyn
1504 Jefferson Avenue,11237,Jefferson Avenue,Brooklyn
254 Jefferson Street,11237,Jefferson Street,Brooklyn
326 Melrose Street #1A,11237,Melrose Street,Brooklyn
16 Morgan Avenue,11237,Morgan Avenue,Brooklyn
927 Hart Street,11237,Hart Street,Brooklyn
1437 Hancock Street,11237,Hancock Street,Brooklyn
455 Irving Avenue,11237,Irving Avenue,Brooklyn
191 Wyckoff Avenue,11237,Wyckoff Avenue,Brooklyn
213 Suydam Street,11237,Suydam Street,Brooklyn
158 Stockholm Street,11237,Stockholm Street,Brooklyn
422 Jefferson Street,11237,Jefferson Street,Brooklyn
16-33 166th Street,11357,166th Street,Queens
157-23 16th Road,11357,16th Road,Queens
16-38 157th Street,11357,157th Street,Queens
162-15 14th Avenue,11357,14th Avenue,Queens
16034 Cross Island Parkway 6 202,11357,Cross Island Parkway,Queens
15106 25th Avenue,11357,25th Avenue,Queens
164- 11 Willets Point Boulevard #2,11357,Willets Point Boulevard,Queens
151-23 12th Road,11357,12th Road,Queens
"144-46 Boulevard, Malba",11357,Boulevard,Queens
141-03 15th Avenue,11357,15th Avenue,Queens
150-32 Sullivan Drive,11357,Sullivan Drive,Queens
2-11 147th Street,11357,147th Street,Queens
22-15 Whitestone Expy,11357,Whitestone Expressway,Queens
162-31 9th Avenue #6B,11357,9th Avenue,Queens
159 W 16th Street 6 68,11357,West 16th Street,Queens
145-38 3rd Avenue,11357,3rd Avenue,Queens
"15411 Riverside Drive # 17b, Beechhurst",11357,Riverside Drive,Queens
17-20 150th Street,11357,150th Street,Queens
"144-58 Boulevard, Malba",11357,Boulevard,Queens
147-18 16th Road,11357,16th Road,Queens
16709 Powells Cove Boulevard #26,11357,Powells Cove Boulevard,Queens
147-48 8th Avenue,11357,8th Avenue,Queens
146-06 13th Avenue,11357,13th Avenue,Queens
150-123 Powells Cove Boulevard,11357,Powells Cove Boulevard,Queens
155-11 14th Avenue,11357,14th Avenue,Queens
145 5th Avenue #1,11357,5th Avenue,Queens
16828 Powells Cove Boulevard #12,11357,Powells Cove Boulevard,Queens
165-15 Cross Island Parkway,11357,Cross Island Parkway,Queens
166-32 16th Road,11357,16th Road,Queens
16030 Cross Island Parkway #619,11357,Cross Island Parkway,Queens
163- 2 17th Avenue,11357,17th Avenue,Queens
149-42 17th Road,11357,17th Road,Queens
"16803 Powells Cove Boulevard #14, Beechhurst",11357,Powells Cove Boulevard,Queens
149-37 9th Avenue,11357,9th Avenue,Queens
147-21 14th Avenue,11357,14th Avenue,Queens
34 Center Drive,11357,Center Drive,Queens
16241 Powells Cove Boulevard Apt 2M,11357,Powells Cove Boulevard,Queens
20-08 150th Street,11357,150th Street,Queens
16015 Powells Cove Boulevard Apt B104,11357,Powells Cove Boulevard,Queens
143-35 22nd Road,11357,22nd Road,Queens
16846 Powells Cove Boulevard #21,11357,Powells Cove Boulevard,Queens
13-07 157th Street,11357,157th Street,Queens
166-25 Powells Cove Boulevard #4C,11357,Powells Cove Boulevard,Queens
425 Father Capodanno Boulevard,10305,Father Capodanno Boulevard,Staten Island
20 Cliff Street #6B,10305,Cliff Street,Staten Island
219 Slater Boulevard,10305,Slater Boulevard,Staten Island
190 Chestnut Avenue,10305,Chestnut Avenue,Staten Island
122 North Drive,10305,North Drive,Staten Island
20 Cliff Street #5B,10305,Cliff Street,Staten Island
19 Vera Street,10305,Vera Street,Staten Island
146 Cedar Avenue,10305,Cedar Avenue,Staten Island
167 Mills Avenue,10305,Mills Avenue,Staten Island
146 Major Avenue,10305,Major Avenue,Staten Island
112 Pearsall Street,10305,Pearsall Street,Staten Island
100 Wadsworth Road,10305,Wadsworth Road,Staten Island
67 Reynolds Street,10305,Reynolds Street,Staten Island
25 Piedmont Avenue,10305,Piedmont Avenue,Staten Island
148 Major Avenue,10305,Major Avenue,Staten Island
253 Father Capodanno Boulevard,10305,Father Capodanno Boulevard,Staten Island
20 Cliff Street #8F,10305,Cliff Street,Staten Island
639 Tompkins Avenue.,10305,Tompkins Avenue,Staten Island
422 Maryland Avenue #3B,10305,Maryland Avenue,Staten Island
387 Fingerboard Road,10305,Fingerboard Road,Staten Island
606 Tompkins Avenue.,10305,Tompkins Avenue,Staten Island
412 Maryland Avenue #3A,10305,Maryland Avenue,Staten Island
409 Slater Boulevard,10305,Slater Boulevard,Staten Island
268 Cromwell Avenue,10305,Cromwell Avenue,Staten Island
31 Hylan Boulevard #2B,10305,Hylan Boulevard,Staten Island
459 Raritan Avenue,10305,Raritan Avenue,Staten Island
8 Piedmont Avenue,10305,Piedmont Avenue,Staten Island
446 Clifton Avenue,10305,Clifton Avenue,Staten Island
84 Nautilus Street,10305,Nautilus Street,Staten Island
391 Fingerboard Road,10305,Fingerboard Road,Staten Island
292 Raritan Avenue,10305,Raritan Avenue,Staten Island
354 Buel Avenue,10305,Buel Avenue,Staten Island
917 Hylan Boulevard,10305,Hylan Boulevard,Staten Island
226 Fingerboard Road,10305,Fingerboard Road,Staten Island
437 Buel Avenue,10305,Buel Avenue,Staten Island
59 Street Johns Avenue,10305,Central Park South,Staten Island
74 Appleby Avenue,10305,Appleby Avenue,Staten Island
9 Zoe Street,10305,Zoe Street,Staten Island
17 Lansing Street,10305,Lansing Street,Staten Island
213 Liberty Avenue,10305,Liberty Avenue,Staten Island
23 Tony Ct,10305,Tony Court,Staten Island
"519 Fairview Avenue, Ridgewood",11385,Fairview Avenue,Queens
677 Grandview Avenue,11385,Grandview Avenue,Queens
"662 Seneca Avenue, Ridgewood",11385,Seneca Avenue,Queens
74-06 64th Lane,11385,64th Lane,Queens
18-29 George Street,11385,George Street,Queens
83-12 Doran Avenue,11385,Doran Avenue,Queens
59-38 Linden Street,11385,Linden Street,Queens
78-18 74th Street,11385,74th Street,Queens
71-12 66th Street,11385,66th Street,Queens
"61-20 71st Avenue #2F, Ridgewood",11385,71st Avenue,Queens
17-25 Menahan Street,11385,Menahan Street,Queens
80-07 Margaret Place,11385,Margaret Place,Queens
70-33 65th Place,11385,65th Place,Queens
"558 Seneca Avenue, Ridgewood",11385,Seneca Avenue,Queens
59-43 Madison Street,11385,Madison Street,Queens
"64-56 Woodbine Street, Ridgewood",11385,Woodbine Street,Queens
"6402 Fresh Pond Road, Ridgewood",11385,Fresh Pond Road,Queens
69-08 Myrtle Avenue,11385,Myrtle Avenue,Queens
"488 Onderdonk Avenue, Ridgewood",11385,Onderdonk Avenue,Queens
22-08 Greene Avenue,11385,Greene Avenue,Queens
"1904 Harman Street #4A, Ridgewood",11385,Harman Street,Queens
60-01 Metropolitan Avenue,11385,Metropolitan Avenue,Queens
936 Seneca Avenue,11385,Seneca Avenue,Queens
60-66 Catalpa Avenue,11385,Catalpa Avenue,Queens
3652 De Reimer Avenue,10466,De Reimer Avenue,Bronx
1779 Edenwald Avenue,10466,Edenwald Avenue,Bronx
4346 Edson Avenue,10466,Edson Avenue,Bronx
860 E 232nd Street,10466,East 232nd Street,Bronx
861 E 231st Street,10466,East 231st Street,Bronx
627 E 236th Street,10466,East 236th Street,Bronx
3535 Ely Avenue,10466,Ely Avenue,Bronx
4316 Ely Avenue,10466,Ely Avenue,Bronx
4217 Seton Avenue,10466,Seton Avenue,Bronx
4302 Boyd Avenue,10466,Boyd Avenue,Bronx
765 E 224th Street,10466,East 224th Street,Bronx
661 E 228th Street,10466,East 228th Street,Bronx
713 E 239th Street,10466,East 239th Street,Bronx
855 E 223rd Street,10466,East 223rd Street,Bronx
669 E 237th Street,10466,East 237th Street,Bronx
4325 Boyd Avenue,10466,Boyd Avenue,Bronx
912 Cranford Avenue,10466,Cranford Avenue,Bronx
858 E 223rd Street,10466,East 223rd Street,Bronx
3710 Secor Avenue,10466,Secor Avenue,Bronx
1281 E 223rd Street,10466,East 223rd Street,Bronx
3949 Rombouts Avenue,10466,Rombouts Avenue,Bronx
4067 Murdock Avenue,10466,Murdock Avenue,Bronx
2067 Pitman Avenue,10466,Pitman Avenue,Bronx
4036 Bell Avenue,10466,Bell Avenue,Bronx
4251 Carpenter Avenue,10466,Carpenter Avenue,Bronx
3950 Hill Avenue,10466,Hill Avenue,Bronx
687 E 232nd Street,10466,East 232nd Street,Bronx
E 228th Street & Paulding Avenue,10466,East Bronx,Bronx
4219 De Reimer Avenue,10466,De Reimer Avenue,Bronx
919 E 224th Street,10466,East 224th Street,Bronx
3935 Monticello Avenue,10466,Monticello Avenue,Bronx
241-49 148th Drive,11422,148th Drive,Queens
254-06 Craft Avenue #2,11422,Craft Avenue,Queens
"234-4 131st Avenue #2, Rosedale",11422,131st Avenue,Queens
121-42 Laurelton Parkway,11422,Laurelton Parkway,Queens
"234-18 131st Avenue, Rosedale",11422,131st Avenue,Queens
139-32 Laurelton Parkway,11422,Laurelton Parkway,Queens
134-25 241st Street,11422,241st Street,Queens
235-18 147th Road,11422,147th Road,Queens
200 E 94th Street Apt 414,10128,East 94th Street,Manhattan
520 E 90th Street #1B,10128,East 90th Street,Manhattan
419 E 87th Street #3A,10128,East 87th Street,Manhattan
22 E 93rd Street,10128,East 93rd Street,Manhattan
7 E 88th Street,10128,East 88th Street,Manhattan
519 E 87th Street D,10128,East 87th Street,Manhattan
333 E 91st Street #10B,10128,East 91st Street,Manhattan
120 E 87th Street #26B,10128,East 87th Street,Manhattan
1060 5th Avenue #3C,10128,5th Avenue,Manhattan
417 E 87th Street #3B,10128,East 87th Street,Manhattan
400 E 90th Street,10128,East 90th Street,Manhattan
4 E 95th Street #1B,10128,East 95th Street,Manhattan
180 E 88th Street,10128,East 88th Street,Manhattan
333 E 91st Street #12C,10128,East 91st Street,Manhattan
200 E 89th Street Apt 42B,10128,East 89th Street,Manhattan
1100 Park Avenue #11C,10128,Park Avenue,Manhattan
200 E 90th Street #20D,10128,East 90th Street,Manhattan
40 E 88th Street # 14B,10128,East 88th Street,Manhattan
1641 3rd Avenue #3H,10128,York Ville Towers,Manhattan
180 East End Avenue #18H,10128,East End Avenue,Manhattan
"One Carnegie Hill, 215 E 96th Street #25C",10128,One Carnegie Hill,Manhattan
217 E 96th Street #29C,10128,East 96th Street,Manhattan
